Id,KeyText,AddedOn,IsChecked,GroupName,GroupId,BaseFrequency,QuoteFrequency,QuotePointFrequency,KEI
1074,рецепт самогона из сахара и дрожжей браги,2022-11-30 16:37:49.9217879,0,Самогон,1,3597,,,
1075,самогон без сахара,2022-11-30 16:37:49.9217879,0,Самогон,1,3563,,,
1076,мутный самогон,2022-11-30 16:37:49.9217879,0,Самогон,1,3537,,,
1077,самый лучший самогон,2022-11-30 16:37:49.9227715,0,Самогон,1,3527,,,
1078,самогон на гранате,2022-11-30 16:37:49.9227715,0,Самогон,1,3514,,,
1079,зерновой самогон,2022-11-30 16:37:49.9227715,0,Самогон,1,3513,,,
1080,таблица разбавления самогона,2022-11-30 16:37:49.9227715,0,Самогон,1,3501,,,
1081,запах масла в самогоне,2022-11-30 16:37:49.9227715,0,Самогон,1,3494,,,
64,калькулятор самогона онлайн,2020-10-30 16:36:51.8084615,0,Все,3,3486,96,82,1.07
1082,рецепт самогона на орехах,2022-11-30 16:37:49.9227715,0,Самогон,1,3482,,,
1083,самогон из винограда в домашних,2022-11-30 16:38:15.1107694,0,Самогон,1,3479,,,
1084,самогонов официальный,2022-11-30 16:38:15.1137598,0,Самогон,1,3476,,,
1085,самогон без браги,2022-11-30 16:38:15.1137598,0,Самогон,1,3465,,,
1086,как сделать коньяк из самогона,2022-11-30 16:38:15.1137598,0,Самогон,1,3444,,,
1087,самогон сахар дрожжи вода,2022-11-30 16:38:15.1137598,0,Самогон,1,3442,,,
1088,самогон уголь купить,2022-11-30 16:38:15.1137598,0,Самогон,1,3440,,,
1089,самогон на дубовой щепе,2022-11-30 16:38:15.1137598,0,Самогон,1,3426,,,
1090,самогон на орешках рецепт,2022-11-30 16:38:15.1147549,0,Самогон,1,3421,,,
1091,дубовая бочка для самогона купить,2022-11-30 16:38:15.1147549,0,Самогон,1,3418,,,
1092,самогона из сахара в домашних условиях,2022-11-30 16:38:15.1147549,0,Самогон,1,3412,,,
1093,дрожжи для самогона пропорции,2022-11-30 16:38:15.1147549,0,Самогон,1,3394,,,
1094,рецепт браги для самогона на дрожжах,2022-11-30 16:38:15.1147549,0,Самогон,1,3394,,,
1095,настойка на клюкве на самогоне,2022-11-30 16:38:15.1147549,0,Самогон,1,3386,,,
1096,самогон на кедровых орешках рецепт,2022-11-30 16:38:15.115752,0,Самогон,1,3383,,,
1097,хреновуха на самогоне рецепт,2022-11-30 16:38:15.115752,0,Самогон,1,3373,,,
1098,гоним самогон правильно,2022-11-30 16:38:15.115752,0,Самогон,1,3366,,,
1099,настойка самогона на перегородках,2022-11-30 16:38:15.115752,0,Самогон,1,3365,,,
1100,быстрый самогон,2022-11-30 16:38:15.115752,0,Самогон,1,3364,,,
1101,прополис на самогоне,2022-11-30 16:38:15.115752,0,Самогон,1,3360,,,
1102,дефлегматор самогон,2022-11-30 16:38:15.115752,0,Самогон,1,3352,,,
1103,перегонка голов самогона,2022-11-30 16:38:15.11675,0,Самогон,1,3352,,,
1104,самогон польза и вред,2022-11-30 16:38:15.11675,0,Самогон,1,3325,,,
1105,рецепт на 3 литра самогона,2022-11-30 16:38:15.11675,0,Самогон,1,3295,,,
1106,самогон применение,2022-11-30 16:38:15.11675,0,Самогон,1,3295,,,
1107,самогон самосад,2022-11-30 16:38:15.11675,0,Самогон,1,3281,,,
1108,самогон из 20 литров браги,2022-11-30 16:38:15.11675,0,Самогон,1,3280,,,
1109,лучшие настойки на самогоне в домашних,2022-11-30 16:38:15.11675,0,Самогон,1,3271,,,
1110,самогон из винограда условиях,2022-11-30 16:38:15.1177478,0,Самогон,1,3242,,,
1111,русский самогон,2022-11-30 16:38:15.1177478,0,Самогон,1,3237,,,
1112,самогон из винограда в домашних условиях,2022-11-30 16:38:15.1177478,0,Самогон,1,3237,,,
1113,температура перегонки самогона,2022-11-30 16:38:15.1177478,0,Самогон,1,3233,,,
1114,лучшие настойки на самогоне в домашних условиях,2022-11-30 16:38:15.1177478,0,Самогон,1,3225,,,
1115,отбор самогона,2022-11-30 16:38:15.1177478,0,Самогон,1,3208,,,
1116,как правильно гнать самогон,2022-11-30 16:38:15.1187442,0,Самогон,1,3204,,,
1117,сколько самогона можно,2022-11-30 16:38:15.1187442,0,Самогон,1,3202,,,
1118,как сделать самогон в домашних рецепты,2022-11-30 16:38:15.1187442,0,Самогон,1,3201,,,
1119,коньяк в домашних условиях из самогона лучшие,2022-11-30 16:38:15.1187442,0,Самогон,1,3190,,,
1120,купить уголь для очистки самогона,2022-11-30 16:38:15.1187442,0,Самогон,1,3188,,,
1121,самогон на кодзи,2022-11-30 16:38:15.1187442,0,Самогон,1,3186,,,
1122,лимончелло домашняя на самогоне,2022-11-30 16:38:15.1187442,0,Самогон,1,3185,,,
1123,самогон на фейхоа,2022-11-30 16:38:15.1197415,0,Самогон,1,3163,,,
1124,разбавление самогона после второй перегонки,2022-11-30 16:38:15.1197415,0,Самогон,1,3158,,,
1125,настойка самогона на орешках,2022-11-30 16:38:15.1197415,0,Самогон,1,3154,,,
1126,самогон на ореховых,2022-11-30 16:38:15.1197415,0,Самогон,1,3147,,,
1127,настойка на кедровых орешках на самогоне,2022-11-30 16:38:15.1197415,0,Самогон,1,3123,,,
1128,как выгнать самогон,2022-11-30 16:38:15.1197415,0,Самогон,1,3121,,,
1129,разбавление самогона водой после второй перегонки,2022-11-30 16:38:15.1197415,0,Самогон,1,3119,,,
1130,лимончелло рецепт на самогоне,2022-11-30 16:38:15.1197415,0,Самогон,1,3094,,,
1131,самогон вода калькулятор вторая перегонка,2022-11-30 16:38:15.1207485,0,Самогон,1,3094,,,
1132,колонна для самогона,2022-11-30 16:38:15.1207485,0,Самогон,1,3089,,,
1133,как очистить самогон от масел,2022-11-30 16:38:38.862209,0,Самогон,1,3082,,,
1134,настойка на грецких перегородках на самогоне,2022-11-30 16:38:38.862209,0,Самогон,1,3079,,,
1135,самогон скручу,2022-11-30 16:38:38.8632069,0,Самогон,1,3073,,,
1136,домашний виски из самогона,2022-11-30 16:38:38.8632069,0,Самогон,1,3049,,,
1137,самогон сахар дрожжи в домашних условиях,2022-11-30 16:38:38.8632069,0,Самогон,1,3044,,,
1138,как очистить самогон от сивушных масел,2022-11-30 16:38:38.8632069,0,Самогон,1,3041,,,
1139,домашние настойки на самогоне лучшие рецепты,2022-11-30 16:38:38.8632069,0,Самогон,1,3023,,,
1140,пропорции домашнего самогона,2022-11-30 16:38:38.8632069,0,Самогон,1,3015,,,
1141,самогон на угле,2022-11-30 16:38:38.8632069,0,Самогон,1,3009,,,
1142,таблица разведения самогона,2022-11-30 16:38:38.8632069,0,Самогон,1,3008,,,
1143,очистка самогона перегонкой,2022-11-30 16:38:38.8632069,0,Самогон,1,3006,,,
672,калькулятор спирта онлайн,2020-10-30 16:39:24.8339337,0,калькулятор разбавления самогона водой,5,3002,196,175,1.17
383,калькулятор самогонщика перегонка,2020-10-30 16:33:04.9745799,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),11,2976,0,0,1.0
176,разбавить самогон водой калькулятор,2020-10-30 16:36:51.8094591,0,калькулятор разбавления самогона водой,5,2973,444,419,1.42
1144,самогон на кедровых орехах,2022-11-30 16:38:38.8632069,0,Самогон,1,2970,,,
1145,самогон в домашних условиях самому,2022-11-30 16:38:38.8632069,0,Самогон,1,2958,,,
1146,самогон из вина,2022-11-30 16:38:38.8632069,0,Самогон,1,2958,,,
1147,разбавление самогона водой онлайн,2022-11-30 16:38:38.8632069,0,Самогон,1,2958,,,
1148,очистка самогона активированным,2022-11-30 16:38:38.8632069,0,Самогон,1,2953,,,
1149,самогон налью самосад,2022-11-30 16:38:38.8642058,0,Самогон,1,2949,,,
1150,самогон на коре,2022-11-30 16:38:38.8642058,0,Самогон,1,2943,,,
1151,очистка самогона активированным углем,2022-11-30 16:38:38.8642058,0,Самогон,1,2934,,,
1152,очистка самогона активируемым углем,2022-11-30 16:38:38.8642058,0,Самогон,1,2934,,,
1153,самосад скручу самогон,2022-11-30 16:38:38.8642058,0,Самогон,1,2932,,,
1154,бражка для самогона,2022-11-30 16:38:38.8642058,0,Самогон,1,2931,,,
1155,калькулятор самогонщика разбавление самогона водой после второй,2022-11-30 16:38:38.8642058,0,Самогон,1,2923,,,
1156,как поставить самогон на дрожжах,2022-11-30 16:38:38.8642058,0,Самогон,1,2905,,,
1157,калькулятор разбавления самогона водой онлайн,2022-11-30 16:38:38.8642058,0,Самогон,1,2896,,,
1158,этикетка на бутылку самогона,2022-11-30 16:38:38.8642058,0,Самогон,1,2894,,,
1159,2 перегонка самогона,2022-11-30 16:38:38.8642058,0,Самогон,1,2885,,,
1160,самогон черный,2022-11-30 16:38:38.8642058,0,Самогон,1,2882,,,
1161,вторая перегонка самогона калькулятор самогонщика,2022-11-30 16:38:38.8642058,0,Самогон,1,2862,,,
1162,пшеничный самогон,2022-11-30 16:38:38.8652037,0,Самогон,1,2846,,,
1163,хвосты в самогоне,2022-11-30 16:38:38.8652037,0,Самогон,1,2845,,,
1164,брага из винограда для самогона,2022-11-30 16:38:38.8652037,0,Самогон,1,2843,,,
1165,вторая перегонка самогона какая,2022-11-30 16:38:38.8652037,0,Самогон,1,2834,,,
1166,самогон в домашних условиях пропорции,2022-11-30 16:38:38.8652037,0,Самогон,1,2834,,,
1167,как убрать запах самогона,2022-11-30 16:38:38.8652037,0,Самогон,1,2820,,,
